frame,zoom_level,uncertainty,area,conf,lost,latency,command,state,zoom_in_score,zoom_out_score,scale_need,edge_risk,blur_risk,association_risk,lost_risk,overzoom_risk,assoc_stage,candidate_count,high_candidate_count,low_candidate_count,selected_cost,association_ambiguity,kalman_innovation,cooldown_remaining,stable_count,unstable_count,risk_level,zoom_veto_reason,proposed_action,final_action,veto_applied,veto_reason,decision_reason
1,1,0.000000,0.00888672,1.000000,0,0.000000,init,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,init,0,0,0,-1.000000,0.000000,0.000000,0,0,0,low,none,,,0,none,init
2,1,0.116670,0.00859640,0.907570,0,0.054227,keep,TRACKING,0.198696,0.153003,0.140360,0.000000,0.000000,0.153003,0.000000,0.000000,high,9,3,6,0.253054,0.000000,0.276063,0,0,0,,,,keep,0,,score_keep
3,1,0.093555,0.00800236,0.879458,0,0.022414,zoom_in_to_2,TRACKING,0.346541,0.094517,0.199764,0.000000,0.000000,0.094517,0.000000,0.000000,high,4,2,2,0.073795,0.000000,0.138027,5,0,0,,,,zoom_in_to_2,0,,score_zoom_in
4,2,0.205940,0.00744397,0.804334,0,0.023071,cooldown_keep,CAUTION,0.558573,1.095304,0.255603,0.000000,0.958783,0.136521,0.000000,0.000000,high,5,2,3,0.134357,0.000000,0.186894,4,0,0,,,,cooldown_keep,0,,cooldown_blur_suppression
5,2,0.162794,0.00664326,0.907219,0,0.021455,cooldown_keep,CAUTION,0.717071,1.028044,0.335674,0.000000,0.937762,0.090282,0.000000,0.000000,high,5,2,3,0.084156,0.000000,0.154850,3,0,0,,,,cooldown_keep,0,,cooldown_blur_suppression
6,2,0.149590,0.00610927,0.900922,0,0.022036,cooldown_keep,CAUTION,0.863868,1.031349,0.389073,0.000000,0.963572,0.067777,0.000000,0.000000,high,6,2,4,0.012536,0.000000,0.077086,2,0,0,,,,cooldown_keep,0,,cooldown_blur_suppression
7,2,0.136250,0.00595535,0.937894,0,0.021701,cooldown_keep,CAUTION,0.872590,1.020469,0.404465,0.000000,0.970110,0.050358,0.000000,0.000000,high,10,3,7,-0.002918,0.000000,0.092846,1,0,0,,,,cooldown_keep,0,,cooldown_blur_suppression
8,2,0.133058,0.00572955,0.902971,0,0.020838,zoom_out_to_1,CAUTION,0.893574,1.010783,0.427045,0.000000,0.974157,0.036626,0.000000,0.000000,high,5,2,3,-0.069810,0.000000,0.019229,5,0,0,,,,zoom_out_to_1,0,,blur_suppression
9,1,0.147387,0.00552824,0.665370,0,0.019293,cooldown_keep,TRACKING,0.920870,0.118432,0.447176,0.000000,0.000000,0.118432,0.000000,0.000000,high,9,3,6,-0.020658,0.000000,0.054689,4,0,0,,,,cooldown_keep,0,,cooldown_score_zoom_in
10,1,0.149502,0.00492281,0.686788,0,0.019912,cooldown_keep,TRACKING,0.982470,0.127394,0.507719,0.000000,0.000000,0.127394,0.000000,0.000000,high,7,3,4,0.026915,0.000000,0.095142,3,0,0,,,,cooldown_keep,0,,cooldown_score_zoom_in
11,1,0.128122,0.00451375,0.714047,0,0.020862,cooldown_keep,TRACKING,1.012686,0.103317,0.548625,0.000000,0.000000,0.103317,0.000000,0.000000,high,11,3,8,-0.024515,0.000000,0.041774,2,0,0,,,,cooldown_keep,0,,cooldown_score_zoom_in
12,1,0.109195,0.00417393,0.777669,0,0.020704,cooldown_keep,TRACKING,1.037205,0.099060,0.582607,0.000000,0.000000,0.099060,0.000000,0.000000,high,9,3,6,0.009490,0.000000,0.065756,1,0,0,,,,cooldown_keep,0,,cooldown_score_zoom_in
13,1,0.090302,0.00401345,0.828183,0,0.020753,zoom_in_to_2,TRACKING,1.043806,0.080200,0.598655,0.000000,0.000000,0.080200,0.000000,0.000000,high,10,3,7,-0.004177,0.000000,0.070809,5,0,0,,,,zoom_in_to_2,0,,score_zoom_in
14,2,0.148658,0.00395638,0.880150,0,0.021757,cooldown_keep,CAUTION,1.078691,1.057334,0.604362,0.000000,1.000000,0.057334,0.000000,0.000000,high,9,2,7,-0.030963,0.000000,0.056725,4,0,0,,,,cooldown_keep,0,,cooldown_blur_suppression
15,2,0.158290,0.00387830,0.833252,0,0.021739,cooldown_keep,CAUTION,1.091315,1.058440,0.612170,0.000000,1.000000,0.058440,0.000000,0.000000,high,9,2,7,-0.059571,0.000000,0.024989,3,0,0,,,,cooldown_keep,0,,cooldown_blur_suppression
16,2,0.164587,0.00364850,0.819335,0,0.022085,cooldown_keep,CAUTION,1.117443,1.063694,0.635150,0.000000,1.000000,0.063694,0.000000,0.000000,high,7,2,5,-0.054838,0.000000,0.028066,2,0,0,,,,cooldown_keep,0,,cooldown_blur_suppression
17,2,0.184150,0.00346715,0.778468,0,0.022039,cooldown_keep,CAUTION,1.145360,1.094277,0.653285,0.000000,1.000000,0.094277,0.000000,0.000000,high,6,2,4,-0.004855,0.000000,0.056046,1,0,0,,,,cooldown_keep,0,,cooldown_blur_suppression
18,2,0.180965,0.00328648,0.773909,0,0.022682,zoom_out_to_1,CAUTION,1.161834,1.084570,0.671352,0.000000,0.996521,0.088049,0.000000,0.000000,high,11,2,9,-0.024341,0.000000,0.038186,5,0,0,,,,zoom_out_to_1,0,,blur_suppression
19,1,0.110622,0.00315817,0.747279,0,0.020504,cooldown_keep,TRACKING,1.139494,0.097727,0.684183,0.000000,0.000000,0.097727,0.000000,0.000000,high,8,3,5,-0.016531,0.000000,0.041870,4,0,0,,,,cooldown_keep,0,,cooldown_score_zoom_in
20,1,0.102663,0.00293737,0.772900,0,0.020331,cooldown_keep,TRACKING,1.157594,0.087494,0.706263,0.000000,0.000000,0.087494,0.000000,0.000000,high,10,2,8,-0.024194,0.000000,0.043907,3,0,0,,,,cooldown_keep,0,,cooldown_score_zoom_in
21,1,0.164971,0.00283884,0.599135,0,0.019954,cooldown_keep,TRACKING,1.198601,0.142581,0.716116,0.000000,0.000000,0.142581,0.000000,0.000000,high,12,1,11,0.001174,0.000000,0.056441,2,0,0,,,,cooldown_keep,0,,cooldown_score_zoom_in
22,1,0.130248,0.00276558,0.685382,0,0.020017,cooldown_keep,TRACKING,1.188566,0.110031,0.723442,0.000000,0.000000,0.110031,0.000000,0.000000,high,9,1,8,-0.025402,0.000000,0.038174,1,0,0,,,,cooldown_keep,0,,cooldown_score_zoom_in
