frame,zoom_level,uncertainty,area,conf,lost,latency,command,state,zoom_in_score,zoom_out_score,scale_need,edge_risk,blur_risk,association_risk,lost_risk,overzoom_risk,assoc_stage,candidate_count,high_candidate_count,low_candidate_count,selected_cost,association_ambiguity,kalman_innovation,cooldown_remaining,stable_count,unstable_count,risk_level,zoom_veto_reason,proposed_action,final_action,veto_applied,veto_reason,decision_reason
1,1,0.000000,0.00021484,1.000000,0,0.000000,init,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,init,0,0,0,-1.000000,0.000000,0.000000,0,0,0,low,none,,,0,none,init
2,1,0.473631,0.00021484,0.425000,1,0.052176,keep,CAUTION,1.215331,1.790087,0.978516,0.000000,0.540087,1.000000,0.250000,0.000000,predict_only,0,0,0,-1.000000,1.000000,1.000000,0,0,0,,,,keep,0,,lost_zoom_out
3,1,0.540597,0.00021484,0.361250,2,0.020088,keep,RECOVERY,1.248814,2.040801,0.978516,0.000000,0.540801,1.000000,0.500000,0.000000,predict_only,0,0,0,-1.000000,1.000000,2.000000,0,0,0,,,,keep,0,,recovery_zoom_out
4,1,0.575748,0.00021484,0.307062,3,0.020645,keep,RECOVERY,1.266389,2.299562,0.978516,0.000000,0.549562,1.000000,0.750000,0.000000,predict_only,0,0,0,-1.000000,1.000000,3.000000,0,0,0,,,,keep,0,,recovery_zoom_out
5,1,0.592490,0.00021484,0.261003,4,0.019308,keep,RECOVERY,1.274760,2.495923,0.978516,0.000000,0.495923,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,4.000000,0,0,0,,,,keep,0,,recovery_zoom_out
6,1,0.608813,0.00021484,0.221853,5,0.018526,keep,RECOVERY,1.282922,2.514414,0.978516,0.000000,0.514414,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,5.000000,0,0,0,,,,keep,0,,recovery_zoom_out
7,1,0.620608,0.00021484,0.188575,6,0.017699,keep,RECOVERY,1.288820,2.518102,0.978516,0.000000,0.518102,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,6.000000,0,0,0,,,,keep,0,,recovery_zoom_out
8,1,0.632825,0.00021484,0.160289,7,0.017285,keep,RECOVERY,1.294928,2.553752,0.978516,0.000000,0.553752,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,7.000000,0,0,0,,,,keep,0,,recovery_zoom_out
9,1,0.640203,0.00021484,0.136245,8,0.017161,keep,RECOVERY,1.298617,2.548356,0.978516,0.000000,0.548356,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,8.000000,0,0,0,,,,keep,0,,recovery_zoom_out
10,1,0.645376,0.00021484,0.115808,9,0.017138,keep,RECOVERY,1.301203,2.530739,0.978516,0.000000,0.530739,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,9.000000,0,0,0,,,,keep,0,,recovery_zoom_out
11,1,0.651876,0.00021484,0.098437,10,0.018028,keep,RECOVERY,1.304454,2.542316,0.978516,0.000000,0.542316,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,10.000000,0,0,0,,,,keep,0,,recovery_zoom_out
12,1,0.655723,0.00021484,0.083672,11,0.018862,keep,RECOVERY,1.306377,2.531267,0.978516,0.000000,0.531267,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,11.000000,0,0,0,,,,keep,0,,recovery_zoom_out
13,1,0.662629,0.00021484,0.071121,12,0.018313,keep,RECOVERY,1.309830,2.567357,0.978516,0.000000,0.567357,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,12.000000,0,0,0,,,,keep,0,,recovery_zoom_out
14,1,0.663730,0.00021484,0.060453,13,0.018947,keep,RECOVERY,1.310381,2.538441,0.978516,0.000000,0.538441,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,13.000000,0,0,0,,,,keep,0,,recovery_zoom_out
15,1,0.660440,0.00021484,0.051385,14,0.018637,keep,RECOVERY,1.308736,2.461047,0.978516,0.000000,0.461047,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,14.000000,0,0,0,,,,keep,0,,recovery_zoom_out
16,1,0.669469,0.00021484,0.043677,15,0.018408,keep,RECOVERY,1.313250,2.543076,0.978516,0.000000,0.543076,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,15.000000,0,0,0,,,,keep,0,,recovery_zoom_out
17,1,0.671704,0.00021484,0.037126,16,0.018519,keep,RECOVERY,1.314368,2.544808,0.978516,0.000000,0.544808,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,16.000000,0,0,0,,,,keep,0,,recovery_zoom_out
18,1,0.671297,0.00021484,0.031557,17,0.018476,keep,RECOVERY,1.314164,2.517441,0.978516,0.000000,0.517441,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,17.000000,0,0,0,,,,keep,0,,recovery_zoom_out
19,1,0.675442,0.00021484,0.026823,18,0.018291,keep,RECOVERY,1.316237,2.550323,0.978516,0.000000,0.550323,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,18.000000,0,0,0,,,,keep,0,,recovery_zoom_out
20,1,0.671525,0.00021484,0.022800,19,0.019095,keep,RECOVERY,1.314278,2.485262,0.978516,0.000000,0.485262,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,19.000000,0,0,0,,,,keep,0,,recovery_zoom_out
21,1,0.675672,0.00021484,0.019380,20,0.018496,keep,RECOVERY,1.316352,2.523417,0.978516,0.000000,0.523417,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,20.000000,0,0,0,,,,keep,0,,recovery_zoom_out
22,1,0.676424,0.00021484,0.016473,21,0.018393,keep,RECOVERY,1.316728,2.521195,0.978516,0.000000,0.521195,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,21.000000,0,0,0,,,,keep,0,,recovery_zoom_out
23,1,0.676038,0.00021484,0.014002,22,0.018688,keep,RECOVERY,1.316535,2.506489,0.978516,0.000000,0.506489,1.000000,1.000000,0.000000,predict_only,2,0,2,-1.000000,1.000000,22.000000,0,0,0,,,,keep,0,,recovery_zoom_out
24,1,0.678660,0.00021484,0.011902,23,0.018773,keep,RECOVERY,1.317846,2.530858,0.978516,0.000000,0.530858,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,23.000000,0,0,0,,,,keep,0,,recovery_zoom_out
25,1,0.673805,0.00021484,0.010116,24,0.018259,keep,RECOVERY,1.315418,2.463027,0.978516,0.000000,0.463027,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,24.000000,0,0,0,,,,keep,0,,recovery_zoom_out
26,1,0.678067,0.00021484,0.008599,25,0.018146,keep,RECOVERY,1.317549,2.510233,0.978516,0.000000,0.510233,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,25.000000,0,0,0,,,,keep,0,,recovery_zoom_out
27,1,0.678183,0.00021484,0.007309,26,0.017761,keep,RECOVERY,1.317607,2.506521,0.978516,0.000000,0.506521,1.000000,1.000000,0.000000,predict_only,2,0,2,-1.000000,1.000000,26.000000,0,0,0,,,,keep,0,,recovery_zoom_out
28,1,0.677572,0.00021484,0.006213,27,0.017878,keep,RECOVERY,1.317302,2.494501,0.978516,0.000000,0.494501,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,27.000000,0,0,0,,,,keep,0,,recovery_zoom_out
29,1,0.677443,0.00021484,0.005281,28,0.019179,keep,RECOVERY,1.317237,2.489163,0.978516,0.000000,0.489163,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,28.000000,0,0,0,,,,keep,0,,recovery_zoom_out
30,1,0.675975,0.00021484,0.004489,29,0.018445,keep,RECOVERY,1.316503,2.467647,0.978516,0.000000,0.467647,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,29.000000,0,0,0,,,,keep,0,,recovery_zoom_out
31,1,0.678161,0.00021484,0.003815,30,0.018201,keep,RECOVERY,1.317596,2.492268,0.978516,0.000000,0.492268,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,30.000000,0,0,0,,,,keep,0,,recovery_zoom_out
32,1,0.679275,0.00021484,0.003243,31,0.018697,keep,RECOVERY,1.318153,2.503905,0.978516,0.000000,0.503905,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,31.000000,0,0,0,,,,keep,0,,recovery_zoom_out
33,1,0.681216,0.00021484,0.002757,32,0.018365,keep,RECOVERY,1.319124,2.526231,0.978516,0.000000,0.526231,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,32.000000,0,0,0,,,,keep,0,,recovery_zoom_out
34,1,0.678433,0.00021484,0.002343,33,0.018407,keep,RECOVERY,1.317732,2.489787,0.978516,0.000000,0.489787,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,33.000000,0,0,0,,,,keep,0,,recovery_zoom_out
35,1,0.676089,0.00021484,0.001992,34,0.018814,keep,RECOVERY,1.316560,2.459083,0.978516,0.000000,0.459083,1.000000,1.000000,0.000000,predict_only,0,0,0,-1.000000,1.000000,34.000000,0,0,0,,,,keep,0,,recovery_zoom_out
36,1,0.679643,0.00021484,0.001693,35,0.019976,keep,RECOVERY,1.318337,2.502308,0.978516,0.000000,0.502308,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,35.000000,0,0,0,,,,keep,0,,recovery_zoom_out
37,1,0.680578,0.00021484,0.001439,36,0.019172,keep,RECOVERY,1.318805,2.512982,0.978516,0.000000,0.512982,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,36.000000,0,0,0,,,,keep,0,,recovery_zoom_out
38,1,0.680386,0.00021484,0.001223,37,0.019318,keep,RECOVERY,1.318709,2.509723,0.978516,0.000000,0.509723,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,37.000000,0,0,0,,,,keep,0,,recovery_zoom_out
39,1,0.681265,0.00021484,0.001040,38,0.018682,keep,RECOVERY,1.319148,2.519966,0.978516,0.000000,0.519966,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,38.000000,0,0,0,,,,keep,0,,recovery_zoom_out
40,1,0.675348,0.00021484,0.000884,39,0.017939,keep,RECOVERY,1.316190,2.445386,0.978516,0.000000,0.445386,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,39.000000,0,0,0,,,,keep,0,,recovery_zoom_out
41,1,0.680883,0.00021484,0.000751,40,0.017802,keep,RECOVERY,1.318957,2.514046,0.978516,0.000000,0.514046,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,40.000000,0,0,0,,,,keep,0,,recovery_zoom_out
42,1,0.679561,0.00021484,0.000638,41,0.019524,keep,RECOVERY,1.318296,2.497063,0.978516,0.000000,0.497063,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,41.000000,0,0,0,,,,keep,0,,recovery_zoom_out
43,1,0.678382,0.00021484,0.000543,42,0.020070,keep,RECOVERY,1.317707,2.481952,0.978516,0.000000,0.481952,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,42.000000,0,0,0,,,,keep,0,,recovery_zoom_out
44,1,0.678875,0.00021484,0.000461,43,0.020671,keep,RECOVERY,1.317953,2.487780,0.978516,0.000000,0.487780,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,43.000000,0,0,0,,,,keep,0,,recovery_zoom_out
45,1,0.675086,0.00021484,0.000392,44,0.021323,keep,RECOVERY,1.316058,2.440139,0.978516,0.000000,0.440139,1.000000,1.000000,0.000000,predict_only,2,1,1,-1.000000,1.000000,44.000000,0,0,0,,,,keep,0,,recovery_zoom_out
46,1,0.676180,0.00021484,0.000333,45,0.020090,keep,RECOVERY,1.316606,2.453589,0.978516,0.000000,0.453589,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,45.000000,0,0,0,,,,keep,0,,recovery_zoom_out
47,1,0.676461,0.00021484,0.000283,46,0.020626,keep,RECOVERY,1.316746,2.456897,0.978516,0.000000,0.456897,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,46.000000,0,0,0,,,,keep,0,,recovery_zoom_out
48,1,0.675876,0.00021484,0.000241,47,0.019930,keep,RECOVERY,1.316453,2.449408,0.978516,0.000000,0.449408,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,47.000000,0,0,0,,,,keep,0,,recovery_zoom_out
49,1,0.677224,0.00021484,0.000205,48,0.019437,keep,RECOVERY,1.317128,2.466117,0.978516,0.000000,0.466117,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,48.000000,0,0,0,,,,keep,0,,recovery_zoom_out
50,1,0.674298,0.00021484,0.000174,49,0.019609,keep,RECOVERY,1.315665,2.429420,0.978516,0.000000,0.429420,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,49.000000,0,0,0,,,,keep,0,,recovery_zoom_out
51,1,0.675095,0.00021484,0.000148,50,0.019587,keep,RECOVERY,1.316063,2.439277,0.978516,0.000000,0.439277,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,50.000000,0,0,0,,,,keep,0,,recovery_zoom_out
52,1,0.676587,0.00021484,0.000126,51,0.019100,keep,RECOVERY,1.316809,2.457838,0.978516,0.000000,0.457838,1.000000,1.000000,0.000000,predict_only,1,0,1,-1.000000,1.000000,51.000000,0,0,0,,,,keep,0,,recovery_zoom_out
53,1,0.676223,0.00021484,0.000107,52,0.018373,keep,RECOVERY,1.316627,2.453217,0.978516,0.000000,0.453217,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,52.000000,0,0,0,,,,keep,0,,recovery_zoom_out
54,1,0.676829,0.00021484,0.000091,53,0.018206,keep,RECOVERY,1.316930,2.460726,0.978516,0.000000,0.460726,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,53.000000,0,0,0,,,,keep,0,,recovery_zoom_out
55,1,0.674922,0.00021484,0.000077,54,0.017687,keep,RECOVERY,1.315977,2.436832,0.978516,0.000000,0.436832,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,54.000000,0,0,0,,,,keep,0,,recovery_zoom_out
56,1,0.683353,0.00021484,0.000066,55,0.017647,keep,RECOVERY,1.320192,2.542179,0.978516,0.000000,0.542179,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,55.000000,0,0,0,,,,keep,0,,recovery_zoom_out
57,1,0.685776,0.00021484,0.000056,56,0.018117,keep,RECOVERY,1.321404,2.572420,0.978516,0.000000,0.572420,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,56.000000,0,0,0,,,,keep,0,,recovery_zoom_out
58,1,0.683574,0.00021484,0.000047,57,0.019594,keep,RECOVERY,1.320303,2.544868,0.978516,0.000000,0.544868,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,57.000000,0,0,0,,,,keep,0,,recovery_zoom_out
59,1,0.681452,0.00021484,0.000040,58,0.019188,keep,RECOVERY,1.319241,2.518305,0.978516,0.000000,0.518305,1.000000,1.000000,0.000000,predict_only,2,1,1,-1.000000,1.000000,58.000000,0,0,0,,,,keep,0,,recovery_zoom_out
60,1,0.673360,0.00021484,0.000034,59,0.019190,keep,RECOVERY,1.315195,2.417134,0.978516,0.000000,0.417134,1.000000,1.000000,0.000000,predict_only,2,1,1,-1.000000,1.000000,59.000000,0,0,0,,,,keep,0,,recovery_zoom_out
61,1,0.679157,0.00021484,0.000029,60,0.019114,keep,RECOVERY,1.318094,2.489575,0.978516,0.000000,0.489575,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,60.000000,0,0,0,,,,keep,0,,recovery_zoom_out
62,1,0.679415,0.00021484,0.000025,61,0.019068,keep,RECOVERY,1.318223,2.492786,0.978516,0.000000,0.492786,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,61.000000,0,0,0,,,,keep,0,,recovery_zoom_out
63,1,0.680066,0.00021484,0.000021,62,0.019143,keep,RECOVERY,1.318549,2.500914,0.978516,0.000000,0.500914,1.000000,1.000000,0.000000,predict_only,2,1,1,-1.000000,1.000000,62.000000,0,0,0,,,,keep,0,,recovery_zoom_out
64,1,0.681664,0.00021484,0.000018,63,0.019259,keep,RECOVERY,1.319348,2.520871,0.978516,0.000000,0.520871,1.000000,1.000000,0.000000,predict_only,2,1,1,-1.000000,1.000000,63.000000,0,0,0,,,,keep,0,,recovery_zoom_out
65,1,0.674848,0.00021484,0.000015,64,0.019449,keep,RECOVERY,1.315940,2.435662,0.978516,0.000000,0.435662,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,64.000000,0,0,0,,,,keep,0,,recovery_zoom_out
66,1,0.681643,0.00021484,0.000013,65,0.019781,keep,RECOVERY,1.319337,2.520593,0.978516,0.000000,0.520593,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,65.000000,0,0,0,,,,keep,0,,recovery_zoom_out
67,1,0.683297,0.00021484,0.000011,66,0.019426,keep,RECOVERY,1.320164,2.541255,0.978516,0.000000,0.541255,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,66.000000,0,0,0,,,,keep,0,,recovery_zoom_out
68,1,0.685405,0.00021484,0.000009,67,0.018357,keep,RECOVERY,1.321218,2.567605,0.978516,0.000000,0.567605,1.000000,1.000000,0.000000,predict_only,2,1,1,-1.000000,1.000000,67.000000,0,0,0,,,,keep,0,,recovery_zoom_out
69,1,0.683694,0.00021484,0.000008,68,0.017751,keep,RECOVERY,1.320363,2.546206,0.978516,0.000000,0.546206,1.000000,1.000000,0.000000,predict_only,1,1,0,-1.000000,1.000000,68.000000,0,0,0,,,,keep,0,,recovery_zoom_out
