frame,zoom_level,uncertainty,area,conf,lost,latency,command,state,zoom_in_score,zoom_out_score,scale_need,edge_risk,blur_risk,association_risk,lost_risk,overzoom_risk,assoc_stage,candidate_count,high_candidate_count,low_candidate_count,selected_cost,association_ambiguity,kalman_innovation,cooldown_remaining,stable_count,unstable_count,risk_level,zoom_veto_reason,proposed_action,final_action,veto_applied,veto_reason,decision_reason
1,1,0.000000,0.00189670,1.000000,0,0.000000,init,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,init,0,0,0,-1.000000,0.000000,0.000000,0,0,0,low,none,,,0,none,init
2,1,0.068855,0.00205464,0.867231,0,0.053872,keep,TRACKING,0.828964,0.060446,0.794536,0.000000,0.000000,0.060446,0.000000,0.000000,high,11,2,9,-0.025381,0.000000,0.071534,0,0,0,,,,keep,0,,score_keep
3,1,0.072501,0.00196592,0.870615,0,0.022516,zoom_in_to_2,TRACKING,0.939659,0.069135,0.803408,0.000000,0.000000,0.069135,0.000000,0.000000,high,7,2,5,0.003530,0.000000,0.104084,5,0,0,,,,zoom_in_to_2,0,,score_zoom_in
4,2,0.168994,0.00173880,0.849435,0,0.022770,cooldown_keep,CAUTION,1.110617,1.029739,0.826120,0.000000,0.934844,0.094895,0.000000,0.000000,high,5,3,2,0.055413,0.000000,0.137136,4,0,0,,,,cooldown_keep,0,,cooldown_blur_suppression
5,2,0.135877,0.00167315,0.860334,0,0.022155,cooldown_keep,CAUTION,1.200624,0.961001,0.832685,0.000000,0.907371,0.053630,0.000000,0.000000,high,6,2,4,-0.050737,0.000000,0.042622,3,0,0,,,,cooldown_keep,0,,cooldown_blur_suppression
6,2,0.150727,0.00168460,0.826868,0,0.022841,cooldown_keep,CAUTION,1.306904,0.983758,0.831540,0.000000,0.913521,0.070237,0.000000,0.000000,high,6,2,4,-0.030705,0.000000,0.056017,2,0,0,,,,cooldown_keep,0,,cooldown_blur_suppression
7,2,0.158711,0.00176140,0.811082,0,0.022013,cooldown_keep,CAUTION,1.303215,0.987550,0.823860,0.000000,0.910220,0.077330,0.000000,0.000000,high,2,1,1,-0.022973,0.000000,0.061110,1,0,0,,,,cooldown_keep,0,,cooldown_blur_suppression
8,2,0.139675,0.00171190,0.847237,0,0.022501,zoom_out_to_1,CAUTION,1.298647,0.958904,0.828810,0.000000,0.893192,0.065712,0.000000,0.000000,high,2,1,1,-0.031431,0.000000,0.046791,5,0,0,,,,zoom_out_to_1,0,,blur_suppression
9,1,0.112821,0.00209719,0.827514,0,0.021224,cooldown_keep,TRACKING,1.246692,0.110098,0.790281,0.000000,0.000000,0.110098,0.000000,0.000000,high,4,2,2,0.080953,0.000000,0.181846,4,0,0,,,,cooldown_keep,0,,cooldown_score_zoom_in
10,1,0.085167,0.00212850,0.811383,0,0.021162,cooldown_keep,TRACKING,1.229734,0.079025,0.787150,0.000000,0.000000,0.079025,0.000000,0.000000,high,3,2,1,-0.015998,0.000000,0.073419,3,0,0,,,,cooldown_keep,0,,cooldown_score_zoom_in
