frame,zoom_level,uncertainty,area,conf,lost,latency,command,state,zoom_in_score,zoom_out_score,scale_need,edge_risk,blur_risk,association_risk,lost_risk,overzoom_risk,assoc_stage,candidate_count,high_candidate_count,low_candidate_count,selected_cost,association_ambiguity,kalman_innovation,cooldown_remaining,stable_count,unstable_count,risk_level,zoom_veto_reason,proposed_action,final_action,veto_applied,veto_reason,decision_reason
1,1,0.000000,0.00046875,1.000000,0,0.000000,init,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,init,0,0,0,-1.000000,0.000000,0.000000,0,0,0,low,none,,,0,none,init
2,1,0.452892,0.00037431,0.126734,0,0.052793,keep,TRACKING,1.189016,1.186999,0.962569,0.000000,0.639693,0.547306,0.000000,0.000000,low,5,1,4,0.225370,0.000000,0.223300,0,0,0,,,,keep,0,,score_keep
3,1,0.447080,0.00034805,0.115529,0,0.021397,keep,CAUTION,1.188735,1.258881,0.965195,0.000000,0.723531,0.535350,0.000000,0.000000,low,2,0,2,0.180391,0.000000,0.193860,0,0,0,,,,keep,0,,blur_suppression
4,1,0.435633,0.00035710,0.134554,0,0.020159,keep,CAUTION,1.182106,1.297402,0.964290,0.000000,0.782105,0.515297,0.000000,0.000000,low,3,0,3,0.144649,0.000000,0.164929,0,0,0,,,,keep,0,,blur_suppression
5,1,0.433204,0.00035543,0.132516,0,0.020096,keep,CAUTION,1.181059,1.294528,0.964457,0.000000,0.809388,0.485140,0.000000,0.000000,low,3,0,3,0.060229,0.000000,0.116305,0,0,0,,,,keep,0,,blur_suppression
6,1,0.506451,0.00034375,0.425000,1,0.020341,keep,CAUTION,1.218850,2.109007,0.965625,0.000000,0.859007,1.000000,0.250000,0.000000,predict_only,1,0,1,-1.000000,1.000000,1.000000,0,0,0,,,,keep,0,,lost_zoom_out
7,1,0.451916,0.00039254,0.179854,0,0.020133,keep,CAUTION,1.186704,1.396811,0.960746,0.000000,0.870441,0.526371,0.000000,0.000000,low,3,0,3,0.214356,0.000000,0.229628,0,0,0,,,,keep,0,,blur_suppression
8,1,0.437946,0.00037066,0.121825,0,0.020153,keep,CAUTION,1.181906,1.381260,0.962934,0.000000,0.882451,0.498809,0.000000,0.000000,low,4,0,4,0.086777,0.000000,0.103519,0,0,0,,,,keep,0,,blur_suppression
9,1,0.384337,0.00040212,0.253159,0,0.020288,keep,CAUTION,1.151957,1.339427,0.959788,0.000000,0.886945,0.452482,0.000000,0.000000,low,1,0,1,0.052300,0.000000,0.059499,0,0,0,,,,keep,0,,blur_suppression
10,1,0.390754,0.00040337,0.233236,0,0.020699,keep,CAUTION,1.155040,1.360951,0.959663,0.000000,0.904463,0.456487,0.000000,0.000000,low,2,0,2,0.047816,0.000000,0.074404,0,0,0,,,,keep,0,,blur_suppression
11,1,0.354812,0.00040048,0.313655,0,0.020563,keep,CAUTION,1.137358,1.314122,0.959952,0.000000,0.886406,0.427715,0.000000,0.000000,low,2,0,2,0.029255,0.000000,0.054111,0,0,0,,,,keep,0,,blur_suppression
12,1,0.360222,0.00041894,0.303849,0,0.019757,keep,CAUTION,1.138217,1.314547,0.958106,0.000000,0.883767,0.430780,0.000000,0.000000,low,2,0,2,0.027773,0.000000,0.051476,0,0,0,,,,keep,0,,blur_suppression
13,1,0.360938,0.00040182,0.300545,0,0.019525,keep,CAUTION,1.140287,1.312035,0.959818,0.000000,0.881908,0.430127,0.000000,0.000000,low,2,0,2,0.026161,0.000000,0.056266,0,0,0,,,,keep,0,,blur_suppression
14,1,0.389342,0.00038567,0.197438,0,0.020430,keep,CAUTION,1.156104,1.334136,0.961433,0.000000,0.881563,0.452572,0.000000,0.000000,low,2,1,1,0.011020,0.000000,0.019499,0,0,0,,,,keep,0,,blur_suppression
15,1,0.407018,0.00035718,0.173401,0,0.020116,keep,CAUTION,1.167791,1.361991,0.964282,0.000000,0.893725,0.468266,0.000000,0.000000,low,1,0,1,0.039072,0.000000,0.053530,0,0,0,,,,keep,0,,blur_suppression
16,1,0.405126,0.00036341,0.218703,0,0.020154,keep,CAUTION,1.166222,1.360324,0.963659,0.000000,0.885377,0.474947,0.000000,0.000000,low,1,0,1,0.092358,0.000000,0.102246,0,0,0,,,,keep,0,,blur_suppression
17,1,0.408972,0.00033869,0.160844,0,0.019891,keep,CAUTION,1.170617,1.371173,0.966131,0.000000,0.901632,0.469541,0.000000,0.000000,low,1,0,1,0.031774,0.000000,0.030672,0,0,0,,,,keep,0,,blur_suppression
18,1,0.399463,0.00033000,0.174816,0,0.020205,keep,CAUTION,1.166732,1.340515,0.967000,0.000000,0.882337,0.458178,0.000000,0.000000,low,1,0,1,0.011785,0.000000,0.022296,0,0,0,,,,keep,0,,blur_suppression
19,1,0.441246,0.00030823,0.130696,0,0.019979,keep,CAUTION,1.189800,1.390586,0.969177,0.000000,0.893785,0.496801,0.000000,0.000000,low,2,0,2,0.084747,0.000000,0.111782,0,0,0,,,,keep,0,,blur_suppression
20,1,0.421922,0.00031952,0.137618,0,0.020020,keep,CAUTION,1.179008,1.378254,0.968048,0.000000,0.892187,0.486067,0.000000,0.000000,low,2,0,2,0.059988,0.000000,0.047716,0,0,0,,,,keep,0,,blur_suppression
21,1,0.428140,0.00030946,0.124662,0,0.020866,keep,CAUTION,1.183124,1.372678,0.969054,0.000000,0.883258,0.489419,0.000000,0.000000,low,1,0,1,0.059567,0.000000,0.063711,0,0,0,,,,keep,0,,blur_suppression
22,1,0.399099,0.00032206,0.207936,0,0.020331,keep,CAUTION,1.167343,1.358713,0.967794,0.000000,0.902228,0.456485,0.000000,0.000000,low,1,0,1,0.030081,0.000000,0.051993,0,0,0,,,,keep,0,,blur_suppression
23,1,0.406998,0.00032944,0.179592,0,0.019905,keep,CAUTION,1.170555,1.364561,0.967056,0.000000,0.891891,0.472670,0.000000,0.000000,low,1,0,1,0.055199,0.000000,0.068937,0,0,0,,,,keep,0,,blur_suppression
24,1,0.442416,0.00036066,0.129052,0,0.018910,keep,CAUTION,1.185142,1.423568,0.963934,0.000000,0.911483,0.512085,0.000000,0.000000,low,1,0,1,0.125894,0.000000,0.115929,0,0,0,,,,keep,0,,blur_suppression
25,1,0.404136,0.00039363,0.190226,0,0.018587,keep,CAUTION,1.162705,1.357082,0.960637,0.000000,0.891241,0.465841,0.000000,0.000000,low,2,0,2,0.043706,0.000000,0.069098,0,0,0,,,,keep,0,,blur_suppression
26,1,0.415235,0.00042581,0.160744,0,0.018436,keep,CAUTION,1.165036,1.366642,0.957419,0.000000,0.884001,0.482641,0.000000,0.000000,low,2,0,2,0.065255,0.000000,0.054106,0,0,0,,,,keep,0,,blur_suppression
27,1,0.397755,0.00041218,0.238257,0,0.018945,keep,CAUTION,1.157659,1.353141,0.958782,0.000000,0.893302,0.459839,0.000000,0.000000,low,3,0,3,0.069178,0.000000,0.102211,0,0,0,,,,keep,0,,blur_suppression
28,1,0.391253,0.00042533,0.205121,0,0.019415,keep,CAUTION,1.153094,1.336403,0.957467,0.000000,0.888379,0.448024,0.000000,0.000000,low,1,0,1,0.004917,0.000000,0.033494,0,0,0,,,,keep,0,,blur_suppression
29,1,0.391939,0.00041298,0.214615,0,0.019894,keep,CAUTION,1.154671,1.354381,0.958702,0.000000,0.898412,0.455970,0.000000,0.000000,low,3,0,3,0.035863,0.000000,0.050440,0,0,0,,,,keep,0,,blur_suppression
30,1,0.388125,0.00040741,0.209521,0,0.019932,keep,CAUTION,1.153321,1.343625,0.959259,0.000000,0.890728,0.452897,0.000000,0.000000,low,1,0,1,0.022554,0.000000,0.035841,0,0,0,,,,keep,0,,blur_suppression
