frame,zoom_level,uncertainty,area,conf,lost,latency,command,state,zoom_in_score,zoom_out_score,scale_need,edge_risk,blur_risk,association_risk,lost_risk,overzoom_risk,assoc_stage,candidate_count,high_candidate_count,low_candidate_count,selected_cost,association_ambiguity,kalman_innovation,cooldown_remaining,stable_count,unstable_count,risk_level,zoom_veto_reason,proposed_action,final_action,veto_applied,veto_reason,decision_reason
1,1,0.000000,0.00408203,1.000000,0,0.000000,init,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,init,0,0,0,-1.000000,0.000000,0.000000,0,0,0,low,none,,,0,none,init
2,1,0.191282,0.00374601,0.740812,0,0.057074,keep,TRACKING,1.000000,0.000000,0.625399,0.000000,0.973196,0.099916,0.000000,0.000000,high,1,1,0,-0.012658,0.000000,0.069158,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
3,1,0.418716,0.00361502,0.286140,0,0.021927,keep,TRACKING,1.000000,0.000000,0.638498,0.000000,0.967688,0.841479,0.000000,0.000000,low,3,0,3,0.018218,0.909249,0.052660,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
4,1,0.316719,0.00376914,0.412030,0,0.019997,keep,TRACKING,1.000000,0.000000,0.623086,0.000000,0.987597,0.211595,0.000000,0.000000,high,2,1,1,0.061802,0.000000,0.100116,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
5,1,0.234514,0.00411694,0.626328,0,0.019706,keep,TRACKING,1.000000,0.000000,0.588306,0.000000,0.977389,0.139728,0.000000,0.000000,high,1,1,0,0.013155,0.000000,0.077954,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
6,1,0.308358,0.00437417,0.375117,0,0.020755,keep,TRACKING,1.000000,0.000000,0.562583,0.000000,0.964742,0.194926,0.000000,0.000000,high,3,1,2,-0.017926,0.000000,0.019816,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
7,1,0.280331,0.00452219,0.467687,0,0.020509,keep,TRACKING,1.000000,0.000000,0.547781,0.000000,0.957710,0.176223,0.000000,0.000000,high,3,1,2,-0.001754,0.000000,0.047681,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
8,1,0.270856,0.00469331,0.491686,0,0.020749,keep,TRACKING,1.000000,0.000000,0.530669,0.000000,0.957155,0.166082,0.000000,0.000000,high,3,1,2,-0.010541,0.000000,0.038343,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
9,1,0.210807,0.00531557,0.695770,0,0.020611,keep,TRACKING,1.000000,0.000000,0.468443,0.000000,0.948290,0.117169,0.000000,0.000000,high,1,1,0,0.005201,0.000000,0.081035,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
10,1,0.252991,0.00542761,0.538693,0,0.023105,keep,TRACKING,1.000000,0.000000,0.457239,0.000000,0.949190,0.156528,0.000000,0.000000,high,1,1,0,-0.004481,0.000000,0.031324,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
11,1,0.265631,0.00516416,0.520322,0,0.021233,keep,TRACKING,1.000000,0.000000,0.483584,0.000000,0.945026,0.173462,0.000000,0.000000,high,1,1,0,0.028174,0.000000,0.054288,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
12,1,0.182385,0.00493825,0.760840,0,0.020506,keep,TRACKING,1.000000,0.000000,0.506175,0.000000,0.951322,0.102093,0.000000,0.000000,high,1,1,0,0.004193,0.000000,0.065715,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
13,1,0.179710,0.00465179,0.786576,0,0.020937,keep,TRACKING,1.000000,0.000000,0.534821,0.000000,0.948581,0.091436,0.000000,0.000000,high,1,1,0,-0.008435,0.000000,0.089769,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
14,1,0.167231,0.00479429,0.812538,0,0.021344,keep,TRACKING,1.000000,0.000000,0.520571,0.000000,0.943658,0.087477,0.000000,0.000000,high,1,1,0,0.005052,0.000000,0.077115,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
15,1,0.153454,0.00491984,0.832051,0,0.020090,keep,TRACKING,1.000000,0.000000,0.508016,0.000000,0.941458,0.070568,0.000000,0.000000,high,1,1,0,-0.031508,0.000000,0.046909,0,0,0,hard,hard_blur,zoom_in_to_2,keep,1,hard_blur,hard_blur_veto
