frame,zoom_level,uncertainty,area,conf,lost,latency,command,state,zoom_in_score,zoom_out_score,scale_need,edge_risk,blur_risk,association_risk,lost_risk,overzoom_risk,assoc_stage,candidate_count,high_candidate_count,low_candidate_count,selected_cost,association_ambiguity,kalman_innovation,cooldown_remaining,stable_count,unstable_count,risk_level,zoom_veto_reason,proposed_action,final_action,veto_applied,veto_reason,decision_reason
1,1,0.000000,0.04263455,1.000000,0,0.000000,init,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,init,0,0,0,-1.000000,0.000000,0.000000,0,0,0,low,none,,,0,none,init
2,1,0.098594,0.04281643,0.763792,0,0.057603,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.087649,0.000000,1.000000,high,6,2,4,-0.036241,0.000000,0.046320,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
3,1,0.136496,0.04347260,0.643812,0,0.023726,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.120135,0.000000,1.000000,high,6,2,4,-0.031812,0.000000,0.035076,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
4,1,0.193650,0.04414657,0.486766,0,0.023493,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.168767,0.000000,1.000000,high,5,1,4,-0.013534,0.000000,0.038785,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
5,1,0.181278,0.04492263,0.505756,0,0.022917,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.154196,0.000000,1.000000,high,5,3,2,-0.036084,0.000000,0.015679,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
6,1,0.198396,0.04514963,0.455463,0,0.021893,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.169077,0.000000,1.000000,high,7,2,5,-0.029659,0.000000,0.014463,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
7,1,0.231004,0.04554006,0.360896,0,0.021699,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.195418,0.000000,1.000000,high,8,2,6,-0.026528,0.000000,0.012123,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
8,1,0.190100,0.04560656,0.478113,0,0.021630,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.162304,0.000000,1.000000,high,6,2,4,-0.032386,0.000000,0.013634,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
9,1,0.218554,0.04561995,0.532158,0,0.021753,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.557154,0.000000,1.000000,high,5,2,3,-0.045810,0.920043,0.007343,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
10,1,0.176501,0.04558743,0.511332,0,0.021824,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.150058,0.000000,1.000000,high,3,1,2,-0.041562,0.000000,0.008524,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
11,1,0.190049,0.04522814,0.474169,0,0.020683,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.162055,0.000000,1.000000,high,5,1,4,-0.035890,0.000000,0.009505,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
12,1,0.189078,0.04530476,0.476730,0,0.020494,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.161008,0.000000,1.000000,high,3,1,2,-0.037374,0.000000,0.010026,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
13,1,0.263387,0.04523695,0.409421,0,0.020442,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.612603,0.000000,1.000000,high,4,2,2,-0.038037,0.964980,0.003202,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
14,1,0.154083,0.04498488,0.571131,0,0.021967,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.130108,0.000000,1.000000,high,2,1,1,-0.052903,0.000000,0.004562,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
15,1,0.146878,0.04472350,0.591944,0,0.021479,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.124402,0.000000,1.000000,high,3,1,2,-0.054187,0.000000,0.005161,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
16,1,0.156383,0.04444055,0.568121,0,0.021631,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.132966,0.000000,1.000000,high,2,1,1,-0.047848,0.000000,0.007949,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
17,1,0.194832,0.04424348,0.455480,0,0.021452,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.164182,0.000000,1.000000,high,3,1,2,-0.043352,0.000000,0.002102,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
18,1,0.130987,0.04407126,0.635540,0,0.021898,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.110973,0.000000,1.000000,high,2,2,0,-0.059203,0.000000,0.003177,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
19,1,0.150189,0.04389692,0.581816,0,0.021647,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.126778,0.000000,1.000000,high,3,1,2,-0.054733,0.000000,0.003544,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
20,1,0.122663,0.04377815,0.659407,0,0.021830,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.104603,0.000000,1.000000,high,3,1,2,-0.059447,0.000000,0.004867,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
21,1,0.147703,0.04390201,0.591206,0,0.021972,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.125349,0.000000,1.000000,high,2,1,1,-0.051354,0.000000,0.008042,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
22,1,0.187414,0.04396763,0.477137,0,0.022674,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.158453,0.000000,1.000000,high,3,1,2,-0.043670,0.000000,0.004349,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
23,1,0.167432,0.04422029,0.535510,0,0.020842,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.141804,0.000000,1.000000,high,3,1,2,-0.046609,0.000000,0.006790,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
24,1,0.188367,0.04431996,0.476457,0,0.020994,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.159576,0.000000,1.000000,high,3,1,2,-0.040987,0.000000,0.006457,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
25,1,0.146925,0.04431131,0.592724,0,0.020518,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.124863,0.000000,1.000000,high,7,1,6,-0.052057,0.000000,0.005665,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
26,1,0.173536,0.04449600,0.521021,0,0.021204,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.148055,0.000000,1.000000,high,5,2,3,-0.040551,0.000000,0.008244,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
27,1,0.262689,0.04442903,0.420229,0,0.021390,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.619333,0.000000,1.000000,high,6,3,3,-0.032160,0.981310,0.009787,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
28,1,0.225082,0.04470109,0.378281,0,0.022420,keep,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.191220,0.000000,1.000000,high,5,2,3,-0.025819,0.000000,0.011905,0,0,0,hard,none,keep,keep,0,none,follow_v1_policy
