frame,zoom_level,uncertainty,area,conf,lost,latency,command,state,zoom_in_score,zoom_out_score,scale_need,edge_risk,blur_risk,association_risk,lost_risk,overzoom_risk,assoc_stage,candidate_count,high_candidate_count,low_candidate_count,selected_cost,association_ambiguity,kalman_innovation,cooldown_remaining,stable_count,unstable_count,risk_level,zoom_veto_reason,proposed_action,final_action,veto_applied,veto_reason,decision_reason
1,1,0.000000,0.00189670,1.000000,0,0.000000,init,TRACKING,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,init,0,0,0,-1.000000,0.000000,0.000000,0,0,0,low,none,,,0,none,init
2,1,0.068855,0.00205464,0.867231,0,0.057997,zoom_in_to_2,TRACKING,1.000000,0.000000,0.794536,0.000000,0.000000,0.060446,0.000000,0.000000,high,11,2,9,-0.025381,0.000000,0.071534,4,0,0,low,none,zoom_in_to_2,zoom_in_to_2,0,none,follow_v1_policy
3,2,0.190264,0.00177890,0.824109,0,0.024585,keep,TRACKING,1.000000,0.000000,0.822110,0.000000,0.934469,0.116436,0.000000,0.000000,high,7,2,5,0.102549,0.000000,0.196415,0,0,0,hard,hard_blur,zoom_in_to_4,keep,1,hard_blur,hard_blur_veto
4,2,0.149270,0.00172844,0.829358,0,0.024919,keep,TRACKING,1.000000,0.000000,0.827156,0.000000,0.904018,0.070005,0.000000,0.000000,high,5,2,3,-0.034734,0.000000,0.052370,0,0,0,hard,hard_blur,zoom_in_to_4,keep,1,hard_blur,hard_blur_veto
5,2,0.152600,0.00177848,0.821061,0,0.023477,keep,TRACKING,1.000000,0.000000,0.822152,0.000000,0.913330,0.075934,0.000000,0.000000,high,4,2,2,-0.022765,0.000000,0.051525,0,0,0,hard,hard_blur,zoom_in_to_4,keep,1,hard_blur,hard_blur_veto
6,2,0.144502,0.00174573,0.819374,0,0.022823,keep,TRACKING,1.000000,0.000000,0.825427,0.000000,0.909185,0.062572,0.000000,0.000000,high,7,2,5,-0.059267,0.000000,0.018625,0,0,0,hard,hard_blur,zoom_in_to_4,keep,1,hard_blur,hard_blur_veto
7,2,0.148786,0.00183132,0.836710,0,0.022143,keep,TRACKING,1.000000,0.000000,0.816868,0.000000,0.915582,0.067739,0.000000,0.000000,high,2,1,1,-0.031181,0.000000,0.053815,0,0,0,hard,hard_blur,zoom_in_to_4,keep,1,hard_blur,hard_blur_veto
8,2,0.144326,0.00176811,0.855821,0,0.022365,zoom_in_to_4,TRACKING,1.000000,0.000000,0.823189,0.000000,0.896660,0.073017,0.000000,0.000000,high,2,1,1,-0.006708,0.000000,0.075630,4,0,0,low,none,zoom_in_to_4,zoom_in_to_4,0,none,follow_v1_policy
9,4,0.153487,0.00182900,0.837397,0,0.021427,keep,TRACKING,1.000000,0.000000,0.817100,0.000000,1.000000,0.069265,0.000000,0.000000,high,4,2,2,-0.030303,0.000000,0.052732,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
10,4,0.141445,0.00181653,0.850786,0,0.022235,keep,TRACKING,1.000000,0.000000,0.818347,0.000000,1.000000,0.053084,0.000000,0.000000,high,3,1,2,-0.061229,0.000000,0.023502,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
11,4,0.148865,0.00180446,0.822626,0,0.022426,keep,TRACKING,1.000000,0.000000,0.819554,0.000000,1.000000,0.058129,0.000000,0.000000,high,3,1,2,-0.067688,0.000000,0.017964,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
12,4,0.147452,0.00179725,0.824428,0,0.023448,keep,TRACKING,1.000000,0.000000,0.820275,0.000000,1.000000,0.057532,0.000000,0.000000,high,4,3,1,-0.070377,0.000000,0.014415,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
13,4,0.171801,0.00184100,0.767160,0,0.021356,keep,TRACKING,1.000000,0.000000,0.815900,0.000000,1.000000,0.078673,0.000000,0.000000,high,4,2,2,-0.051968,0.000000,0.026070,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
14,4,0.153883,0.00187431,0.813497,0,0.021145,keep,TRACKING,1.000000,0.000000,0.812569,0.000000,1.000000,0.068340,0.000000,0.000000,high,4,2,2,-0.048526,0.000000,0.023211,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
15,4,0.155687,0.00183548,0.828614,0,0.021125,keep,TRACKING,1.000000,0.000000,0.816452,0.000000,1.000000,0.070206,0.000000,0.000000,high,3,2,1,-0.029871,0.000000,0.051858,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
16,4,0.140776,0.00182960,0.842079,0,0.021490,keep,TRACKING,1.000000,0.000000,0.817040,0.000000,1.000000,0.052570,0.000000,0.000000,high,4,1,3,-0.070719,0.000000,0.011988,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
17,4,0.166441,0.00182993,0.771717,0,0.021934,keep,TRACKING,1.000000,0.000000,0.817007,0.000000,1.000000,0.075599,0.000000,0.000000,high,5,1,4,-0.057445,0.000000,0.019300,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
18,4,0.148663,0.00181342,0.817564,0,0.022041,keep,TRACKING,1.000000,0.000000,0.818658,0.000000,1.000000,0.059389,0.000000,0.000000,high,5,2,3,-0.069101,0.000000,0.010144,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
19,4,0.157776,0.00181792,0.792437,0,0.021907,keep,TRACKING,1.000000,0.000000,0.818208,0.000000,1.000000,0.066965,0.000000,0.000000,high,5,1,4,-0.066330,0.000000,0.011578,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
20,4,0.150209,0.00177026,0.828868,0,0.022577,keep,TRACKING,1.000000,0.000000,0.822974,0.000000,1.000000,0.064438,0.000000,0.000000,high,5,1,4,-0.048116,0.000000,0.028230,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
21,4,0.149877,0.00175817,0.817003,0,0.022180,keep,TRACKING,1.000000,0.000000,0.824183,0.000000,1.000000,0.060682,0.000000,0.000000,high,5,1,4,-0.065989,0.000000,0.013186,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
22,4,0.165438,0.00176254,0.771958,0,0.023057,keep,TRACKING,1.000000,0.000000,0.823746,0.000000,1.000000,0.072840,0.000000,0.000000,high,6,1,5,-0.064115,0.000000,0.015193,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
23,4,0.150268,0.00177904,0.814879,0,0.021633,keep,TRACKING,1.000000,0.000000,0.822096,0.000000,1.000000,0.060312,0.000000,0.000000,high,5,1,4,-0.067560,0.000000,0.015583,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
24,4,0.154841,0.00178775,0.802634,0,0.022793,keep,TRACKING,1.000000,0.000000,0.821225,0.000000,1.000000,0.065005,0.000000,0.000000,high,4,3,1,-0.064990,0.000000,0.016489,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
25,4,0.142313,0.00180770,0.835661,0,0.022434,keep,TRACKING,1.000000,0.000000,0.819230,0.000000,1.000000,0.054608,0.000000,0.000000,high,4,4,0,-0.069216,0.000000,0.011878,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
26,4,0.156350,0.00178825,0.797734,0,0.021084,keep,TRACKING,1.000000,0.000000,0.821175,0.000000,1.000000,0.066373,0.000000,0.000000,high,4,2,2,-0.063926,0.000000,0.015995,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
27,4,0.144400,0.00181878,0.831092,0,0.020662,keep,TRACKING,1.000000,0.000000,0.818122,0.000000,1.000000,0.056491,0.000000,0.000000,high,4,2,2,-0.067280,0.000000,0.014000,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
28,4,0.145070,0.00179158,0.831775,0,0.020544,keep,TRACKING,1.000000,0.000000,0.820842,0.000000,1.000000,0.057538,0.000000,0.000000,high,3,3,0,-0.063859,0.000000,0.017979,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
29,4,0.186042,0.00179592,0.737025,0,0.021561,keep,TRACKING,1.000000,0.000000,0.820408,0.000000,1.000000,0.093936,0.000000,0.000000,high,3,2,1,-0.033303,0.000000,0.042099,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
30,4,0.154892,0.00186795,0.827999,0,0.022529,keep,TRACKING,1.000000,0.000000,0.813205,0.000000,1.000000,0.063972,0.000000,0.000000,high,5,3,2,-0.046151,0.000000,0.044083,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
31,4,0.158058,0.00187432,0.797944,0,0.022540,keep,TRACKING,1.000000,0.000000,0.812568,0.000000,1.000000,0.067673,0.000000,0.000000,high,2,2,0,-0.060548,0.000000,0.017490,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
32,4,0.152359,0.00185123,0.813611,0,0.022064,keep,TRACKING,1.000000,0.000000,0.814877,0.000000,1.000000,0.063304,0.000000,0.000000,high,4,3,1,-0.061968,0.000000,0.015874,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
33,4,0.133136,0.00183787,0.861715,0,0.021776,keep,TRACKING,1.000000,0.000000,0.816213,0.000000,1.000000,0.044278,0.000000,0.000000,high,5,3,2,-0.077895,0.000000,0.010546,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
34,4,0.186671,0.00178851,0.727378,0,0.021808,keep,TRACKING,1.000000,0.000000,0.821149,0.000000,1.000000,0.089673,0.000000,0.000000,high,4,4,0,-0.049513,0.000000,0.027657,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
35,4,0.138521,0.00174629,0.862047,0,0.022287,keep,TRACKING,1.000000,0.000000,0.825371,0.000000,1.000000,0.050157,0.000000,0.000000,high,3,3,0,-0.061438,0.000000,0.023144,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
36,4,0.146638,0.00175460,0.845627,0,0.022242,keep,TRACKING,1.000000,0.000000,0.824540,0.000000,1.000000,0.061908,0.000000,0.000000,high,5,2,3,-0.043604,0.000000,0.034570,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
37,4,0.145590,0.00177903,0.843120,0,0.022045,keep,TRACKING,1.000000,0.000000,0.822097,0.000000,1.000000,0.058216,0.000000,0.000000,high,5,4,1,-0.052998,0.000000,0.030754,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
38,4,0.138776,0.00180967,0.855299,0,0.021314,keep,TRACKING,1.000000,0.000000,0.819033,0.000000,1.000000,0.049312,0.000000,0.000000,high,2,2,0,-0.068337,0.000000,0.019533,0,0,0,hard,hard_blur,zoom_in_to_8,keep,1,hard_blur,hard_blur_veto
