frame,zoom_level,uncertainty,area,conf,lost,latency,command
1,1,0.000000,0.00408203,1.000000,0,0.000000,init
2,1,0.101436,0.00374601,0.740812,0,0.052701,zoom_in_to_2
3,2,0.073563,0.00389151,0.838991,0,0.017989,cooldown_keep
4,2,0.063427,0.00402528,0.843886,0,0.016552,cooldown_keep
5,2,0.091533,0.00436548,0.758685,0,0.016534,cooldown_keep
6,2,0.141278,0.00451726,0.608270,0,0.016740,cooldown_keep
7,2,0.119686,0.00473639,0.663845,0,0.015430,zoom_in_to_4
8,4,0.043400,0.00509136,0.902036,0,0.015365,keep
9,4,0.046418,0.00550371,0.893520,0,0.015396,keep
10,4,0.045003,0.00558269,0.887616,0,0.015357,keep
11,4,0.053759,0.00539311,0.887791,0,0.016089,keep
12,4,0.054342,0.00517140,0.887900,0,0.015311,keep
13,4,0.045319,0.00485126,0.909674,0,0.016226,keep
14,4,0.047719,0.00501120,0.908887,0,0.016948,keep
15,4,0.039721,0.00513691,0.919776,0,0.016343,keep
16,4,0.041819,0.00497064,0.905865,0,0.016655,keep
17,4,0.046854,0.00489456,0.906744,0,0.016259,keep
18,4,0.044645,0.00481261,0.917464,0,0.016069,keep
19,4,0.043249,0.00479215,0.909825,0,0.016408,keep
20,4,0.042596,0.00511802,0.908466,0,0.016435,keep
21,4,0.033933,0.00537144,0.909586,0,0.016048,keep
22,4,0.039016,0.00581918,0.916189,0,0.016039,keep
23,4,0.043757,0.00586364,0.918587,0,0.015783,keep
24,4,0.046916,0.00572710,0.911911,0,0.015700,keep
25,4,0.054918,0.00526777,0.915156,0,0.015831,keep
26,4,0.044980,0.00507772,0.911672,0,0.015978,keep
27,4,0.053991,0.00506081,0.908048,0,0.015799,keep
28,4,0.040056,0.00508600,0.913799,0,0.015621,keep
29,4,0.042030,0.00504816,0.902916,0,0.015643,keep
30,4,0.047944,0.00498515,0.903914,0,0.015502,keep
31,4,0.048298,0.00491443,0.908388,0,0.015648,keep
32,4,0.069499,0.00479890,0.902696,0,0.015800,keep
33,4,0.065011,0.00466253,0.894742,0,0.015637,keep
34,4,0.052463,0.00482263,0.912643,0,0.015909,keep
35,4,0.054362,0.00508568,0.909587,0,0.016093,keep
36,4,0.057268,0.00508605,0.882433,0,0.015924,keep
37,4,0.046978,0.00505935,0.904450,0,0.015862,keep
38,4,0.060156,0.00480180,0.896155,0,0.015484,keep
39,4,0.055276,0.00480172,0.901168,0,0.015362,keep
40,4,0.080890,0.00466560,0.901127,0,0.015599,keep
41,4,0.086931,0.00459559,0.899936,0,0.016951,keep
42,4,0.099434,0.00469159,0.901921,0,0.015134,keep
43,4,0.112681,0.00474916,0.900366,0,0.015103,keep
44,4,0.118801,0.00461914,0.898664,0,0.015263,keep
45,4,0.111899,0.00454467,0.898275,0,0.015293,keep
46,4,0.103902,0.00458874,0.883456,0,0.015295,keep
47,4,0.091731,0.00446177,0.898845,0,0.015350,keep
48,4,0.102530,0.00438221,0.881649,0,0.015883,keep
49,4,0.096089,0.00450854,0.905381,0,0.015471,keep
50,4,0.090489,0.00466227,0.911357,0,0.015334,keep
51,4,0.084140,0.00451450,0.899403,0,0.015418,keep
52,4,0.075111,0.00437215,0.892005,0,0.015799,keep
53,4,0.070140,0.00425157,0.884366,0,0.015455,keep
54,4,0.058808,0.00413698,0.889899,0,0.016168,keep
55,4,0.078311,0.00406259,0.872021,0,0.016534,keep
56,4,0.058581,0.00393067,0.889763,0,0.016035,keep
57,4,0.053145,0.00398087,0.904015,0,0.016043,keep
58,4,0.064182,0.00390822,0.890915,0,0.015272,keep
59,4,0.056047,0.00383059,0.876217,0,0.015068,keep
60,4,0.062440,0.00378215,0.861232,0,0.015251,keep
61,4,0.066376,0.00357645,0.869561,0,0.015040,keep
62,4,0.076345,0.00342788,0.859045,0,0.015459,keep
63,4,0.060862,0.00331245,0.857915,0,0.015050,keep
64,4,0.069726,0.00337154,0.867571,0,0.015530,keep
65,4,0.072796,0.00349134,0.855511,0,0.015536,keep
66,4,0.060241,0.00353341,0.863689,0,0.015460,keep
67,4,0.057854,0.00346529,0.860189,0,0.015432,keep
68,4,0.058442,0.00349241,0.857484,0,0.015423,keep
69,4,0.066822,0.00349854,0.865573,0,0.015861,keep
70,4,0.054476,0.00351597,0.870364,0,0.015471,keep
71,4,0.051795,0.00347045,0.875830,0,0.016192,keep
72,4,0.064288,0.00363885,0.888026,0,0.015832,keep
73,4,0.070647,0.00375638,0.869658,0,0.015691,keep
74,4,0.066601,0.00378268,0.866542,0,0.015499,keep
75,4,0.055251,0.00379466,0.862814,0,0.015687,keep
76,4,0.063435,0.00365964,0.873839,0,0.016086,keep
77,4,0.064054,0.00369132,0.861482,0,0.015229,keep
78,4,0.056486,0.00358415,0.869021,0,0.015622,keep
79,4,0.067840,0.00366828,0.871677,0,0.015611,keep
80,4,0.068041,0.00379259,0.888166,0,0.015197,keep
81,4,0.064088,0.00383583,0.880671,0,0.015746,keep
82,4,0.062075,0.00383575,0.885449,0,0.015439,keep
83,4,0.055761,0.00392500,0.877756,0,0.016021,keep
84,4,0.059888,0.00389254,0.880779,0,0.016132,keep
85,4,0.055378,0.00392544,0.884312,0,0.016317,keep
86,4,0.063266,0.00393089,0.873784,0,0.015961,keep
87,4,0.054661,0.00394964,0.878854,0,0.015925,keep
88,4,0.065561,0.00409549,0.878564,0,0.015890,keep
