frame,zoom_level,uncertainty,area,conf,lost,latency,command
1,1,0.000000,0.00325846,1.000000,0,0.000000,init
2,1,0.310424,0.00325846,0.425000,1,0.051634,keep
3,1,0.377333,0.00325846,0.361250,2,0.017959,keep
4,1,0.411783,0.00325846,0.307062,3,0.017509,keep
5,1,0.432816,0.00325846,0.261003,4,0.017256,keep
6,1,0.447660,0.00325846,0.221853,5,0.015997,keep
7,1,0.459160,0.00325846,0.188575,6,0.014910,keep
8,1,0.468525,0.00325846,0.160289,7,0.014767,keep
9,1,0.476334,0.00325846,0.136245,8,0.014839,keep
10,1,0.482917,0.00325846,0.115808,9,0.014848,keep
11,1,0.488491,0.00325846,0.098437,10,0.014724,keep
12,1,0.493222,0.00325846,0.083672,11,0.014784,keep
13,1,0.497240,0.00325846,0.071121,12,0.015320,keep
14,1,0.500655,0.00325846,0.060453,13,0.015744,keep
15,1,0.503557,0.00325846,0.051385,14,0.014845,keep
16,1,0.506023,0.00325846,0.043677,15,0.015012,keep
17,1,0.508120,0.00325846,0.037126,16,0.014823,keep
18,1,0.509902,0.00325846,0.031557,17,0.014752,keep
19,1,0.511417,0.00325846,0.026823,18,0.015037,keep
20,1,0.512704,0.00325846,0.022800,19,0.015240,keep
21,1,0.513798,0.00325846,0.019380,20,0.014917,keep
22,1,0.514729,0.00325846,0.016473,21,0.015305,keep
23,1,0.515519,0.00325846,0.014002,22,0.015270,keep
24,1,0.516191,0.00325846,0.011902,23,0.015259,keep
25,1,0.516763,0.00325846,0.010116,24,0.014714,keep
26,1,0.517248,0.00325846,0.008599,25,0.015184,keep
27,1,0.517661,0.00325846,0.007309,26,0.015289,keep
28,1,0.518012,0.00325846,0.006213,27,0.014653,keep
29,1,0.518310,0.00325846,0.005281,28,0.014865,keep
30,1,0.518564,0.00325846,0.004489,29,0.015314,keep
31,1,0.518779,0.00325846,0.003815,30,0.014883,keep
32,1,0.518962,0.00325846,0.003243,31,0.015034,keep
33,1,0.519118,0.00325846,0.002757,32,0.014995,keep
34,1,0.519250,0.00325846,0.002343,33,0.015495,keep
35,1,0.519363,0.00325846,0.001992,34,0.016065,keep
36,1,0.519458,0.00325846,0.001693,35,0.015091,keep
37,1,0.519540,0.00325846,0.001439,36,0.015038,keep
38,1,0.519609,0.00325846,0.001223,37,0.014979,keep
39,1,0.519667,0.00325846,0.001040,38,0.015508,keep
40,1,0.519717,0.00325846,0.000884,39,0.015310,keep
41,1,0.519760,0.00325846,0.000751,40,0.016105,keep
42,1,0.519796,0.00325846,0.000638,41,0.015396,keep
43,1,0.519826,0.00325846,0.000543,42,0.015761,keep
44,1,0.519852,0.00325846,0.000461,43,0.015850,keep
45,1,0.519875,0.00325846,0.000392,44,0.016139,keep
46,1,0.519893,0.00325846,0.000333,45,0.015679,keep
47,1,0.519909,0.00325846,0.000283,46,0.015738,keep
48,1,0.519923,0.00325846,0.000241,47,0.016135,keep
49,1,0.519935,0.00325846,0.000205,48,0.015861,keep
50,1,0.519944,0.00325846,0.000174,49,0.015846,keep
51,1,0.519953,0.00325846,0.000148,50,0.016536,keep
52,1,0.519960,0.00325846,0.000126,51,0.016210,keep
53,1,0.519966,0.00325846,0.000107,52,0.015871,keep
54,1,0.519971,0.00325846,0.000091,53,0.016012,keep
55,1,0.519975,0.00325846,0.000077,54,0.016246,keep
56,1,0.519979,0.00325846,0.000066,55,0.015917,keep
57,1,0.519982,0.00325846,0.000056,56,0.015927,keep
58,1,0.519985,0.00325846,0.000047,57,0.015897,keep
59,1,0.519987,0.00325846,0.000040,58,0.016016,keep
60,1,0.519989,0.00325846,0.000034,59,0.016070,keep
61,1,0.519991,0.00325846,0.000029,60,0.015742,keep
62,1,0.519992,0.00325846,0.000025,61,0.016312,keep
63,1,0.519993,0.00325846,0.000021,62,0.015756,keep
64,1,0.519994,0.00325846,0.000018,63,0.015938,keep
