frame,zoom_level,uncertainty,area,conf,lost,latency,command
1,1,0.000000,0.04263455,1.000000,0,0.000000,init
2,1,0.088076,0.04281643,0.763792,0,0.052861,keep
3,1,0.122080,0.04347260,0.643812,0,0.018233,keep
4,1,0.173398,0.04414657,0.486766,0,0.017882,keep
5,1,0.162775,0.04492263,0.505756,0,0.017640,keep
6,1,0.178107,0.04514963,0.455463,0,0.017258,keep
7,1,0.207554,0.04554006,0.360896,0,0.015734,keep
8,1,0.170623,0.04560656,0.478113,0,0.015558,keep
9,1,0.151695,0.04561995,0.532158,0,0.015717,keep
10,1,0.158494,0.04558743,0.511332,0,0.015914,keep
11,1,0.170602,0.04522814,0.474169,0,0.015995,keep
12,1,0.169757,0.04530476,0.476730,0,0.015292,keep
13,1,0.189874,0.04523695,0.409421,0,0.015405,keep
14,1,0.138470,0.04498488,0.571131,0,0.014993,keep
15,1,0.131950,0.04472350,0.591944,0,0.015902,keep
16,1,0.140427,0.04444055,0.568121,0,0.015295,keep
17,1,0.175130,0.04424348,0.455480,0,0.015399,keep
18,1,0.117670,0.04407126,0.635540,0,0.015311,keep
19,1,0.134976,0.04389692,0.581816,0,0.016241,keep
20,1,0.110111,0.04377815,0.659407,0,0.016001,keep
21,1,0.132661,0.04390201,0.591206,0,0.015392,keep
22,1,0.168400,0.04396763,0.477137,0,0.015412,keep
23,1,0.150416,0.04422029,0.535510,0,0.015636,keep
24,1,0.169218,0.04431996,0.476457,0,0.015532,keep
25,1,0.131942,0.04431131,0.592724,0,0.015646,keep
26,1,0.155770,0.04449600,0.521021,0,0.015830,keep
27,1,0.188369,0.04442903,0.420229,0,0.015726,keep
28,1,0.202135,0.04470109,0.378281,0,0.015924,keep
29,1,0.160990,0.04452740,0.506161,0,0.015054,keep
30,1,0.160800,0.04427502,0.503434,0,0.015013,keep
31,1,0.179125,0.04432907,0.449107,0,0.014980,keep
32,1,0.147271,0.04423492,0.550891,0,0.015274,keep
33,1,0.179428,0.04339572,0.456148,0,0.015017,keep
34,1,0.157602,0.04292886,0.527605,0,0.015225,keep
35,1,0.113294,0.04183816,0.664543,0,0.015245,keep
36,1,0.097772,0.04091370,0.706119,0,0.015408,keep
37,1,0.176445,0.04050755,0.470500,0,0.015550,keep
38,1,0.098193,0.04019624,0.708518,0,0.015724,keep
39,1,0.103513,0.03943863,0.696739,0,0.015606,keep
40,1,0.131762,0.03846256,0.623656,0,0.015303,keep
41,1,0.201887,0.03828110,0.393440,0,0.016597,keep
42,1,0.199278,0.03632938,0.414445,0,0.015713,keep
43,1,0.161097,0.03510283,0.515249,0,0.015948,keep
44,1,0.138625,0.03324081,0.596657,0,0.016077,zoom_in_to_2
